Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_47_106,VPWR,li1,54.9700,138.7200,1.799984
FILLER_47_103,VPWR,li1,53.5900,138.7200,1.799984
FILLER_47_100,VPWR,li1,52.2100,138.7200,1.799985
FILLER_47_97,VPWR,li1,50.8300,138.7200,1.799985
FILLER_47_94,VPWR,li1,49.4500,138.7200,1.799986
FILLER_47_91,VPWR,li1,48.0700,138.7200,1.799986
FILLER_47_87,VPWR,li1,45.7700,138.7200,1.799987
FILLER_47_79,VPWR,li1,42.3200,138.7200,1.799988
FILLER_47_76,VPWR,li1,41.1700,138.7200,1.799989
FILLER_47_73,VPWR,li1,39.7900,138.7200,1.799989
FILLER_47_70,VPWR,li1,38.4100,138.7200,1.799990
FILLER_47_67,VPWR,li1,37.0300,138.7200,1.799991
FILLER_47_63,VPWR,li1,34.7300,138.7200,1.799991
FILLER_47_60,VPWR,li1,33.8100,138.7200,1.799991
FILLER_47_55,VPWR,li1,31.0500,138.7200,1.799993
FILLER_47_37,VPWR,li1,23.2300,138.7200,1.799995
FILLER_47_34,VPWR,li1,21.8500,138.7200,1.799996
FILLER_47_31,VPWR,li1,20.4700,138.7200,1.799996
FILLER_47_28,VPWR,li1,19.0900,138.7200,1.799996
FILLER_47_6,VPWR,li1,8.5100,138.7200,1.799996
FILLER_47_3,VPWR,li1,7.5900,138.7200,1.799996
FILLER_46_368,VPWR,li1,175.2600,138.7200,1.799995
FILLER_46_361,VPWR,li1,172.2700,138.7200,1.799994
FILLER_46_349,VPWR,li1,166.7500,138.7200,1.799991
FILLER_46_346,VPWR,li1,165.3700,138.7200,1.799990
FILLER_46_343,VPWR,li1,163.9900,138.7200,1.799990
FILLER_46_340,VPWR,li1,162.6100,138.7200,1.799988
FILLER_46_335,VPWR,li1,160.0800,138.7200,1.799987
FILLER_46_332,VPWR,li1,158.9300,138.7200,1.799987
FILLER_46_329,VPWR,li1,157.5500,138.7200,1.799985
FILLER_46_326,VPWR,li1,156.1700,138.7200,1.799985
FILLER_46_323,VPWR,li1,154.7900,138.7200,1.799985
FILLER_46_317,VPWR,li1,151.8000,138.7200,1.799983
FILLER_46_305,VPWR,li1,146.5100,138.7200,1.799980
FILLER_46_274,VPWR,li1,132.2500,138.7200,1.799979
FILLER_46_266,VPWR,li1,128.3400,138.7200,1.799980
FILLER_46_263,VPWR,li1,127.1900,138.7200,1.799980
FILLER_46_250,VPWR,li1,120.9800,138.7200,1.799980
FILLER_46_247,VPWR,li1,119.8300,138.7200,1.799980
FILLER_46_244,VPWR,li1,118.4500,138.7200,1.799980
FILLER_46_241,VPWR,li1,117.0700,138.7200,1.799980
FILLER_46_235,VPWR,li1,113.8500,138.7200,1.799980
FILLER_46_223,VPWR,li1,108.7900,138.7200,1.799981
FILLER_46_205,VPWR,li1,100.2800,138.7200,1.799981
FILLER_46_197,VPWR,li1,96.8300,138.7200,1.799982
FILLER_46_187,VPWR,li1,92.0000,138.7200,1.799982
FILLER_46_184,VPWR,li1,90.8500,138.7200,1.799982
FILLER_46_181,VPWR,li1,89.4700,138.7200,1.799982
FILLER_46_178,VPWR,li1,88.0900,138.7200,1.799982
FILLER_46_171,VPWR,li1,84.6400,138.7200,1.799982
FILLER_46_165,VPWR,li1,81.6500,138.7200,1.799983
FILLER_46_162,VPWR,li1,80.7300,138.7200,1.799983
FILLER_46_155,VPWR,li1,77.2800,138.7200,1.799983
FILLER_46_146,VPWR,li1,73.1400,138.7200,1.799983
FILLER_46_138,VPWR,li1,69.4600,138.7200,1.799983
FILLER_46_135,VPWR,li1,68.3100,138.7200,1.799983
FILLER_46_128,VPWR,li1,64.8600,138.7200,1.799984
FILLER_46_125,VPWR,li1,63.7100,138.7200,1.799984
FILLER_46_122,VPWR,li1,62.3300,138.7200,1.799984
FILLER_46_90,VPWR,li1,47.1500,138.7200,1.799987
FILLER_46_85,VPWR,li1,45.0800,138.7200,1.799987
FILLER_46_81,VPWR,li1,43.4700,138.7200,1.799988
FILLER_46_78,VPWR,li1,42.0900,138.7200,1.799988
FILLER_46_75,VPWR,li1,40.7100,138.7200,1.799989
FILLER_46_72,VPWR,li1,39.3300,138.7200,1.799990
FILLER_46_69,VPWR,li1,37.9500,138.7200,1.799990
FILLER_46_66,VPWR,li1,36.5700,138.7200,1.799991
FILLER_46_63,VPWR,li1,35.1900,138.7200,1.799991
FILLER_46_60,VPWR,li1,33.8100,138.7200,1.799991
FILLER_46_57,VPWR,li1,32.4300,138.7200,1.799992
FILLER_46_54,VPWR,li1,31.0500,138.7200,1.799993
FILLER_46_51,VPWR,li1,29.6700,138.7200,1.799993
FILLER_46_48,VPWR,li1,28.2900,138.7200,1.799994
FILLER_46_43,VPWR,li1,25.7600,138.7200,1.799995
FILLER_46_40,VPWR,li1,24.6100,138.7200,1.799995
FILLER_46_37,VPWR,li1,23.2300,138.7200,1.799995
FILLER_46_29,VPWR,li1,19.0900,138.7200,1.799996
FILLER_46_27,VPWR,li1,18.1700,138.7200,1.799996
FILLER_46_24,VPWR,li1,17.2500,138.7200,1.799996
FILLER_46_21,VPWR,li1,15.8700,138.7200,1.799996
FILLER_46_15,VPWR,li1,12.6500,138.7200,1.799996
FILLER_46_12,VPWR,li1,11.7300,138.7200,1.799996
FILLER_46_9,VPWR,li1,10.3500,138.7200,1.799996
FILLER_46_6,VPWR,li1,8.9700,138.7200,1.799996
FILLER_46_3,VPWR,li1,7.5900,138.7200,1.799996
FILLER_45_347,VPWR,li1,165.8300,133.2800,1.799991
FILLER_45_344,VPWR,li1,164.4500,133.2800,1.799990
FILLER_45_329,VPWR,li1,157.0900,133.2800,1.799987
FILLER_45_292,VPWR,li1,140.0700,133.2800,1.799980
FILLER_45_289,VPWR,li1,139.1500,133.2800,1.799980
FILLER_45_263,VPWR,li1,127.1900,133.2800,1.799978
FILLER_45_260,VPWR,li1,125.8100,133.2800,1.799978
FILLER_45_257,VPWR,li1,124.4300,133.2800,1.799978
FILLER_45_254,VPWR,li1,123.0500,133.2800,1.799978
FILLER_45_251,VPWR,li1,121.6700,133.2800,1.799977
FILLER_45_248,VPWR,li1,120.2900,133.2800,1.799977
FILLER_45_245,VPWR,li1,118.9100,133.2800,1.799977
FILLER_45_242,VPWR,li1,117.5300,133.2800,1.799977
FILLER_45_236,VPWR,li1,114.3100,133.2800,1.799976
FILLER_45_233,VPWR,li1,113.3900,133.2800,1.799976
FILLER_45_222,VPWR,li1,108.1000,133.2800,1.799975
FILLER_45_214,VPWR,li1,104.4200,133.2800,1.799975
FILLER_45_211,VPWR,li1,103.2700,133.2800,1.799975
FILLER_45_188,VPWR,li1,92.6900,133.2800,1.799973
FILLER_45_172,VPWR,li1,85.3300,133.2800,1.799972
FILLER_45_169,VPWR,li1,83.9500,133.2800,1.799972
FILLER_45_166,VPWR,li1,82.3400,133.2800,1.799971
FILLER_45_163,VPWR,li1,81.1900,133.2800,1.799971
FILLER_45_160,VPWR,li1,79.8100,133.2800,1.799971
FILLER_45_157,VPWR,li1,78.4300,133.2800,1.799971
FILLER_45_154,VPWR,li1,77.0500,133.2800,1.799970
FILLER_45_151,VPWR,li1,75.6700,133.2800,1.799970
FILLER_45_148,VPWR,li1,74.2900,133.2800,1.799970
FILLER_45_145,VPWR,li1,72.9100,133.2800,1.799970
FILLER_45_130,VPWR,li1,66.0100,133.2800,1.799969
FILLER_45_127,VPWR,li1,64.6300,133.2800,1.799969
FILLER_45_124,VPWR,li1,63.2500,133.2800,1.799968
FILLER_45_111,VPWR,li1,56.8100,133.2800,1.799968
FILLER_45_75,VPWR,li1,40.4800,133.2800,1.799973
FILLER_45_63,VPWR,li1,34.7300,133.2800,1.799976
FILLER_45_60,VPWR,li1,33.8100,133.2800,1.799976
FILLER_45_57,VPWR,li1,32.4300,133.2800,1.799978
FILLER_45_53,VPWR,li1,30.5900,133.2800,1.799980
FILLER_45_50,VPWR,li1,29.2100,133.2800,1.799980
FILLER_45_38,VPWR,li1,23.2300,133.2800,1.799987
FILLER_45_35,VPWR,li1,22.3100,133.2800,1.799987
FILLER_45_32,VPWR,li1,20.9300,133.2800,1.799986
FILLER_45_29,VPWR,li1,19.5500,133.2800,1.799986
FILLER_45_20,VPWR,li1,14.9500,133.2800,1.799984
FILLER_45_6,VPWR,li1,8.9700,133.2800,1.799984
FILLER_45_3,VPWR,li1,7.5900,133.2800,1.799984
FILLER_44_368,VPWR,li1,175.2600,133.2800,1.799995
FILLER_44_365,VPWR,li1,174.1100,133.2800,1.799994
FILLER_44_355,VPWR,li1,169.0500,133.2800,1.799992
FILLER_44_352,VPWR,li1,168.1300,133.2800,1.799992
FILLER_44_343,VPWR,li1,163.7600,133.2800,1.799990
FILLER_44_340,VPWR,li1,162.6100,133.2800,1.799989
FILLER_44_333,VPWR,li1,158.9300,133.2800,1.799988
FILLER_44_330,VPWR,li1,158.0100,133.2800,1.799987
FILLER_44_318,VPWR,li1,152.4900,133.2800,1.799985
FILLER_44_315,VPWR,li1,151.1100,133.2800,1.799983
FILLER_44_312,VPWR,li1,149.7300,133.2800,1.799983
FILLER_44_307,VPWR,li1,146.9700,133.2800,1.799982
FILLER_44_291,VPWR,li1,139.8400,133.2800,1.799980
FILLER_44_288,VPWR,li1,138.6900,133.2800,1.799980
FILLER_44_285,VPWR,li1,137.3100,133.2800,1.799980
FILLER_44_282,VPWR,li1,135.9300,133.2800,1.799980
FILLER_44_279,VPWR,li1,134.5500,133.2800,1.799979
FILLER_44_276,VPWR,li1,133.1700,133.2800,1.799979
FILLER_44_266,VPWR,li1,128.1100,133.2800,1.799979
FILLER_44_263,VPWR,li1,127.1900,133.2800,1.799978
FILLER_44_260,VPWR,li1,125.8100,133.2800,1.799978
FILLER_44_251,VPWR,li1,121.2100,133.2800,1.799977
FILLER_44_248,VPWR,li1,120.2900,133.2800,1.799977
FILLER_44_224,VPWR,li1,109.0200,133.2800,1.799975
FILLER_44_221,VPWR,li1,107.8700,133.2800,1.799975
FILLER_44_215,VPWR,li1,105.1100,133.2800,1.799975
FILLER_44_212,VPWR,li1,103.7300,133.2800,1.799975
FILLER_44_209,VPWR,li1,102.3500,133.2800,1.799974
FILLER_44_206,VPWR,li1,100.9700,133.2800,1.799974
FILLER_44_203,VPWR,li1,99.5900,133.2800,1.799974
FILLER_44_200,VPWR,li1,98.2100,133.2800,1.799974
FILLER_44_197,VPWR,li1,96.8300,133.2800,1.799974
FILLER_44_195,VPWR,li1,95.4500,133.2800,1.799973
FILLER_44_192,VPWR,li1,94.5300,133.2800,1.799973
FILLER_44_183,VPWR,li1,90.3900,133.2800,1.799972
FILLER_44_180,VPWR,li1,89.0100,133.2800,1.799972
FILLER_44_177,VPWR,li1,87.6300,133.2800,1.799972
FILLER_44_158,VPWR,li1,78.6600,133.2800,1.799971
FILLER_44_155,VPWR,li1,77.5100,133.2800,1.799970
FILLER_44_146,VPWR,li1,72.9100,133.2800,1.799970
FILLER_44_139,VPWR,li1,69.6900,133.2800,1.799969
FILLER_44_130,VPWR,li1,65.5500,133.2800,1.799969
FILLER_44_97,VPWR,li1,50.3700,133.2800,1.799969
FILLER_44_94,VPWR,li1,49.4500,133.2800,1.799969
FILLER_44_81,VPWR,li1,43.4700,133.2800,1.799971
FILLER_44_32,VPWR,li1,20.9300,133.2800,1.799986
FILLER_44_29,VPWR,li1,19.5500,133.2800,1.799986
FILLER_44_3,VPWR,li1,7.3600,133.2800,1.799984
FILLER_43_349,VPWR,li1,166.2900,127.8400,1.799986
FILLER_43_346,VPWR,li1,165.3700,127.8400,1.799986
FILLER_43_324,VPWR,li1,155.2500,127.8400,1.799982
FILLER_43_321,VPWR,li1,153.8700,127.8400,1.799980
FILLER_43_309,VPWR,li1,147.8900,127.8400,1.799978
FILLER_43_294,VPWR,li1,140.9900,127.8400,1.799975
FILLER_43_290,VPWR,li1,139.1500,127.8400,1.799974
FILLER_43_287,VPWR,li1,138.2300,127.8400,1.799974
FILLER_43_284,VPWR,li1,136.8500,127.8400,1.799974
FILLER_43_260,VPWR,li1,125.5800,127.8400,1.799972
FILLER_43_257,VPWR,li1,124.4300,127.8400,1.799972
FILLER_43_254,VPWR,li1,123.0500,127.8400,1.799972
FILLER_43_236,VPWR,li1,114.3100,127.8400,1.799971
FILLER_43_233,VPWR,li1,113.3900,127.8400,1.799971
FILLER_43_230,VPWR,li1,112.0100,127.8400,1.799971
FILLER_43_222,VPWR,li1,108.1000,127.8400,1.799970
FILLER_43_219,VPWR,li1,106.9500,127.8400,1.799970
FILLER_43_216,VPWR,li1,105.5700,127.8400,1.799970
FILLER_43_213,VPWR,li1,104.1900,127.8400,1.799969
FILLER_43_210,VPWR,li1,102.8100,127.8400,1.799969
FILLER_43_207,VPWR,li1,101.4300,127.8400,1.799969
FILLER_43_204,VPWR,li1,100.0500,127.8400,1.799969
FILLER_43_201,VPWR,li1,98.6700,127.8400,1.799968
FILLER_43_195,VPWR,li1,95.9100,127.8400,1.799968
FILLER_43_192,VPWR,li1,94.5300,127.8400,1.799968
FILLER_43_189,VPWR,li1,93.1500,127.8400,1.799967
FILLER_43_186,VPWR,li1,91.7700,127.8400,1.799967
FILLER_43_179,VPWR,li1,88.0900,127.8400,1.799967
FILLER_43_176,VPWR,li1,87.1700,127.8400,1.799967
FILLER_43_166,VPWR,li1,82.3400,127.8400,1.799966
FILLER_43_154,VPWR,li1,76.8200,127.8400,1.799965
FILLER_43_142,VPWR,li1,71.3000,127.8400,1.799964
FILLER_43_131,VPWR,li1,66.0100,127.8400,1.799964
FILLER_43_122,VPWR,li1,61.8700,127.8400,1.799963
FILLER_43_110,VPWR,li1,56.5800,127.8400,1.799964
FILLER_43_107,VPWR,li1,55.4300,127.8400,1.799965
FILLER_43_104,VPWR,li1,54.0500,127.8400,1.799965
FILLER_43_92,VPWR,li1,48.5300,127.8400,1.799966
FILLER_43_84,VPWR,li1,44.3900,127.8400,1.799969
FILLER_43_65,VPWR,li1,35.8800,127.8400,1.799975
FILLER_43_51,VPWR,li1,29.4400,127.8400,1.799979
FILLER_43_27,VPWR,li1,18.1700,127.8400,1.799985
FILLER_43_24,VPWR,li1,17.2500,127.8400,1.799985
FILLER_43_12,VPWR,li1,11.7300,127.8400,1.799984
FILLER_43_9,VPWR,li1,10.3500,127.8400,1.799984
FILLER_43_6,VPWR,li1,8.9700,127.8400,1.799984
FILLER_43_3,VPWR,li1,7.5900,127.8400,1.799984
FILLER_42_368,VPWR,li1,175.2600,127.8400,1.799992
FILLER_42_363,VPWR,li1,172.7300,127.8400,1.799990
FILLER_42_352,VPWR,li1,167.9000,127.8400,1.799988
FILLER_42_349,VPWR,li1,166.7500,127.8400,1.799986
FILLER_42_332,VPWR,li1,158.4700,127.8400,1.799983
FILLER_42_329,VPWR,li1,157.5500,127.8400,1.799983
FILLER_42_306,VPWR,li1,146.7400,127.8400,1.799977
FILLER_42_282,VPWR,li1,135.4700,127.8400,1.799974
FILLER_42_272,VPWR,li1,131.1000,127.8400,1.799973
FILLER_42_262,VPWR,li1,126.5000,127.8400,1.799973
FILLER_42_250,VPWR,li1,120.9800,127.8400,1.799972
FILLER_42_247,VPWR,li1,119.8300,127.8400,1.799972
FILLER_42_244,VPWR,li1,118.4500,127.8400,1.799971
FILLER_42_241,VPWR,li1,117.0700,127.8400,1.799971
FILLER_42_235,VPWR,li1,113.8500,127.8400,1.799971
FILLER_42_227,VPWR,li1,110.6300,127.8400,1.799970
FILLER_42_224,VPWR,li1,109.2500,127.8400,1.799970
FILLER_42_221,VPWR,li1,107.8700,127.8400,1.799970
FILLER_42_218,VPWR,li1,106.4900,127.8400,1.799970
FILLER_42_215,VPWR,li1,105.1100,127.8400,1.799969
FILLER_42_197,VPWR,li1,96.6000,127.8400,1.799968
FILLER_42_194,VPWR,li1,95.2200,127.8400,1.799968
FILLER_42_191,VPWR,li1,94.0700,127.8400,1.799968
FILLER_42_174,VPWR,li1,86.0200,127.8400,1.799966
FILLER_42_171,VPWR,li1,84.8700,127.8400,1.799966
FILLER_42_168,VPWR,li1,83.4900,127.8400,1.799966
FILLER_42_165,VPWR,li1,82.1100,127.8400,1.799966
FILLER_42_160,VPWR,li1,79.5800,127.8400,1.799966
FILLER_42_157,VPWR,li1,78.4300,127.8400,1.799965
FILLER_42_154,VPWR,li1,77.0500,127.8400,1.799965
FILLER_42_150,VPWR,li1,74.7500,127.8400,1.799965
FILLER_42_147,VPWR,li1,73.8300,127.8400,1.799965
FILLER_42_144,VPWR,li1,72.4500,127.8400,1.799965
FILLER_42_141,VPWR,li1,71.0700,127.8400,1.799964
FILLER_42_139,VPWR,li1,69.6900,127.8400,1.799964
FILLER_42_104,VPWR,li1,54.0500,127.8400,1.799965
FILLER_42_82,VPWR,li1,43.7000,127.8400,1.799969
FILLER_42_63,VPWR,li1,35.1900,127.8400,1.799975
FILLER_42_42,VPWR,li1,25.0700,127.8400,1.799982
FILLER_42_32,VPWR,li1,20.4700,127.8400,1.799986
FILLER_42_29,VPWR,li1,19.5500,127.8400,1.799986
FILLER_42_26,VPWR,li1,17.9400,127.8400,1.799985
FILLER_41_359,VPWR,li1,171.3500,122.4000,1.799939
FILLER_41_356,VPWR,li1,169.9700,122.4000,1.799939
FILLER_41_353,VPWR,li1,168.5900,122.4000,1.799928
FILLER_41_350,VPWR,li1,167.2100,122.4000,1.799928
FILLER_41_347,VPWR,li1,165.8300,122.4000,1.799917
FILLER_41_344,VPWR,li1,164.4500,122.4000,1.799917
FILLER_41_333,VPWR,li1,159.3900,122.4000,1.799894
FILLER_41_326,VPWR,li1,155.7100,122.4000,1.799883
FILLER_41_323,VPWR,li1,154.7900,122.4000,1.799875
FILLER_41_320,VPWR,li1,153.4100,122.4000,1.799868
FILLER_41_278,VPWR,li1,133.8600,122.4000,1.799820
FILLER_41_275,VPWR,li1,132.7100,122.4000,1.799821
FILLER_41_272,VPWR,li1,131.3300,122.4000,1.799821
FILLER_41_266,VPWR,li1,128.1100,122.4000,1.799823
FILLER_41_247,VPWR,li1,119.3700,122.4000,1.799829
FILLER_41_244,VPWR,li1,118.4500,122.4000,1.799830
FILLER_41_241,VPWR,li1,117.0700,122.4000,1.799830
FILLER_41_238,VPWR,li1,115.6900,122.4000,1.799832
FILLER_41_235,VPWR,li1,114.3100,122.4000,1.799832
FILLER_41_221,VPWR,li1,107.8700,122.4000,1.799837
FILLER_41_192,VPWR,li1,94.5300,122.4000,1.799845
FILLER_41_189,VPWR,li1,93.1500,122.4000,1.799845
FILLER_41_181,VPWR,li1,89.2400,122.4000,1.799848
FILLER_41_178,VPWR,li1,88.0900,122.4000,1.799849
FILLER_41_175,VPWR,li1,86.7100,122.4000,1.799849
FILLER_41_165,VPWR,li1,82.1100,122.4000,1.799852
FILLER_41_158,VPWR,li1,78.4300,122.4000,1.799855
FILLER_41_155,VPWR,li1,77.5100,122.4000,1.799855
FILLER_41_152,VPWR,li1,76.1300,122.4000,1.799856
FILLER_41_145,VPWR,li1,72.4500,122.4000,1.799859
FILLER_41_142,VPWR,li1,71.5300,122.4000,1.799861
FILLER_41_139,VPWR,li1,70.1500,122.4000,1.799861
FILLER_41_95,VPWR,li1,49.4500,122.4000,1.799889
FILLER_41_74,VPWR,li1,39.7900,122.4000,1.799912
FILLER_41_23,VPWR,li1,16.5600,122.4000,1.799966
FILLER_41_12,VPWR,li1,11.5000,122.4000,1.799966
FILLER_41_9,VPWR,li1,10.3500,122.4000,1.799966
FILLER_41_6,VPWR,li1,8.9700,122.4000,1.799966
FILLER_41_3,VPWR,li1,7.5900,122.4000,1.799966
FILLER_40_368,VPWR,li1,175.2600,122.4000,1.799960
FILLER_40_365,VPWR,li1,174.1100,122.4000,1.799949
FILLER_40_362,VPWR,li1,172.5000,122.4000,1.799949
FILLER_40_351,VPWR,li1,167.4400,122.4000,1.799928
FILLER_40_324,VPWR,li1,155.0200,122.4000,1.799875
FILLER_40_321,VPWR,li1,153.8700,122.4000,1.799875
FILLER_40_318,VPWR,li1,152.4900,122.4000,1.799868
FILLER_40_315,VPWR,li1,151.1100,122.4000,1.799859
FILLER_40_312,VPWR,li1,149.7300,122.4000,1.799859
FILLER_40_309,VPWR,li1,148.3500,122.4000,1.799847
FILLER_40_307,VPWR,li1,146.9700,122.4000,1.799847
FILLER_40_304,VPWR,li1,146.0500,122.4000,1.799840
FILLER_40_301,VPWR,li1,144.6700,122.4000,1.799840
FILLER_40_276,VPWR,li1,133.1700,122.4000,1.799820
FILLER_40_253,VPWR,li1,122.3600,122.4000,1.799827
FILLER_40_251,VPWR,li1,121.2100,122.4000,1.799827
FILLER_40_248,VPWR,li1,120.2900,122.4000,1.799829
FILLER_40_245,VPWR,li1,118.9100,122.4000,1.799829
FILLER_40_232,VPWR,li1,112.7000,122.4000,1.799833
FILLER_40_229,VPWR,li1,111.5500,122.4000,1.799833
FILLER_40_221,VPWR,li1,107.8700,122.4000,1.799837
FILLER_40_200,VPWR,li1,97.9800,122.4000,1.799842
FILLER_40_197,VPWR,li1,96.8300,122.4000,1.799844
FILLER_40_195,VPWR,li1,95.4500,122.4000,1.799844
FILLER_40_170,VPWR,li1,84.4100,122.4000,1.799851
FILLER_40_167,VPWR,li1,83.0300,122.4000,1.799852
FILLER_40_164,VPWR,li1,81.6500,122.4000,1.799854
FILLER_40_129,VPWR,li1,65.3200,122.4000,1.799866
FILLER_40_111,VPWR,li1,57.0400,122.4000,1.799876
FILLER_40_43,VPWR,li1,25.7600,122.4000,1.799956
FILLER_40_26,VPWR,li1,17.9400,122.4000,1.799966
FILLER_39_348,VPWR,li1,166.0600,116.9600,1.799970
FILLER_39_345,VPWR,li1,164.9100,116.9600,1.799967
FILLER_39_337,VPWR,li1,160.7700,116.9600,1.799961
FILLER_39_334,VPWR,li1,159.6200,116.9600,1.799961
FILLER_39_256,VPWR,li1,123.9700,116.9600,1.799934
FILLER_39_231,VPWR,li1,112.4700,116.9600,1.799932
FILLER_39_228,VPWR,li1,111.0900,116.9600,1.799932
FILLER_39_222,VPWR,li1,108.1000,116.9600,1.799931
FILLER_39_215,VPWR,li1,104.6500,116.9600,1.799930
FILLER_39_212,VPWR,li1,103.7300,116.9600,1.799930
FILLER_39_207,VPWR,li1,101.2000,116.9600,1.799930
FILLER_39_204,VPWR,li1,100.0500,116.9600,1.799930
FILLER_39_201,VPWR,li1,98.6700,116.9600,1.799929
FILLER_39_198,VPWR,li1,97.2900,116.9600,1.799929
FILLER_39_195,VPWR,li1,95.9100,116.9600,1.799929
FILLER_39_192,VPWR,li1,94.5300,116.9600,1.799929
FILLER_39_180,VPWR,li1,88.7800,116.9600,1.799928
FILLER_39_177,VPWR,li1,87.6300,116.9600,1.799927
FILLER_39_174,VPWR,li1,86.2500,116.9600,1.799927
FILLER_39_147,VPWR,li1,73.6000,116.9600,1.799925
FILLER_39_142,VPWR,li1,71.3000,116.9600,1.799924
FILLER_39_139,VPWR,li1,70.1500,116.9600,1.799924
FILLER_39_128,VPWR,li1,65.0900,116.9600,1.799924
FILLER_39_109,VPWR,li1,56.3500,116.9600,1.799928
FILLER_39_88,VPWR,li1,46.6900,116.9600,1.799936
FILLER_39_85,VPWR,li1,45.3100,116.9600,1.799939
FILLER_39_47,VPWR,li1,27.3700,116.9600,1.799965
FILLER_39_29,VPWR,li1,19.0900,116.9600,1.799976
FILLER_39_9,VPWR,li1,10.3500,116.9600,1.799974
FILLER_39_6,VPWR,li1,8.9700,116.9600,1.799974
FILLER_39_3,VPWR,li1,7.5900,116.9600,1.799974
FILLER_38_368,VPWR,li1,175.2600,116.9600,1.799984
FILLER_38_363,VPWR,li1,172.7300,116.9600,1.799979
FILLER_38_360,VPWR,li1,171.8100,116.9600,1.799976
FILLER_38_357,VPWR,li1,170.4300,116.9600,1.799976
FILLER_38_346,VPWR,li1,165.3700,116.9600,1.799967
FILLER_38_343,VPWR,li1,163.9900,116.9600,1.799967
FILLER_38_340,VPWR,li1,162.6100,116.9600,1.799964
FILLER_38_277,VPWR,li1,133.4000,116.9600,1.799936
FILLER_38_261,VPWR,li1,126.2700,116.9600,1.799934
FILLER_38_258,VPWR,li1,124.8900,116.9600,1.799934
FILLER_38_249,VPWR,li1,120.7500,116.9600,1.799933
FILLER_38_232,VPWR,li1,112.9300,116.9600,1.799932
FILLER_38_229,VPWR,li1,111.5500,116.9600,1.799932
FILLER_38_223,VPWR,li1,108.7900,116.9600,1.799931
FILLER_38_216,VPWR,li1,105.1100,116.9600,1.799930
FILLER_38_213,VPWR,li1,104.1900,116.9600,1.799930
FILLER_38_210,VPWR,li1,102.8100,116.9600,1.799930
FILLER_38_207,VPWR,li1,101.4300,116.9600,1.799930
FILLER_38_204,VPWR,li1,100.0500,116.9600,1.799930
FILLER_38_194,VPWR,li1,95.2200,116.9600,1.799929
FILLER_38_191,VPWR,li1,94.0700,116.9600,1.799928
FILLER_38_188,VPWR,li1,92.6900,116.9600,1.799928
FILLER_38_185,VPWR,li1,91.3100,116.9600,1.799928
FILLER_38_171,VPWR,li1,84.8700,116.9600,1.799927
FILLER_38_168,VPWR,li1,83.4900,116.9600,1.799927
FILLER_38_165,VPWR,li1,82.1100,116.9600,1.799926
FILLER_38_162,VPWR,li1,80.7300,116.9600,1.799926
FILLER_38_156,VPWR,li1,77.9700,116.9600,1.799926
FILLER_38_153,VPWR,li1,76.5900,116.9600,1.799925
FILLER_38_150,VPWR,li1,75.2100,116.9600,1.799925
FILLER_38_147,VPWR,li1,73.8300,116.9600,1.799925
FILLER_38_144,VPWR,li1,72.4500,116.9600,1.799924
FILLER_38_141,VPWR,li1,71.0700,116.9600,1.799924
FILLER_38_138,VPWR,li1,69.4600,116.9600,1.799924
FILLER_38_112,VPWR,li1,57.7300,116.9600,1.799928
FILLER_38_109,VPWR,li1,56.3500,116.9600,1.799928
FILLER_38_106,VPWR,li1,54.9700,116.9600,1.799930
FILLER_38_103,VPWR,li1,53.5900,116.9600,1.799930
FILLER_38_85,VPWR,li1,45.3100,116.9600,1.799939
FILLER_38_65,VPWR,li1,35.8800,116.9600,1.799950
FILLER_38_56,VPWR,li1,31.7400,116.9600,1.799957
FILLER_38_32,VPWR,li1,20.4700,116.9600,1.799976
FILLER_38_29,VPWR,li1,19.5500,116.9600,1.799976
FILLER_38_27,VPWR,li1,18.1700,116.9600,1.799975
FILLER_38_3,VPWR,li1,7.1300,116.9600,1.799974
FILLER_37_369,VPWR,li1,175.4900,111.5200,1.799972
FILLER_37_347,VPWR,li1,165.6000,111.5200,1.799947
FILLER_37_340,VPWR,li1,162.6100,111.5200,1.799939
FILLER_37_266,VPWR,li1,128.5700,111.5200,1.799870
FILLER_37_255,VPWR,li1,123.2800,111.5200,1.799872
FILLER_37_252,VPWR,li1,122.1300,111.5200,1.799874
FILLER_37_249,VPWR,li1,120.7500,111.5200,1.799874
FILLER_37_246,VPWR,li1,119.3700,111.5200,1.799875
FILLER_37_243,VPWR,li1,117.9900,111.5200,1.799875
FILLER_37_231,VPWR,li1,112.2400,111.5200,1.799878
FILLER_37_228,VPWR,li1,111.0900,111.5200,1.799879
FILLER_37_225,VPWR,li1,109.7100,111.5200,1.799879
FILLER_37_221,VPWR,li1,107.8700,111.5200,1.799880
FILLER_37_218,VPWR,li1,106.4900,111.5200,1.799882
FILLER_37_206,VPWR,li1,100.9700,111.5200,1.799884
FILLER_37_203,VPWR,li1,99.5900,111.5200,1.799885
FILLER_37_200,VPWR,li1,98.2100,111.5200,1.799885
FILLER_37_190,VPWR,li1,93.6100,111.5200,1.799888
FILLER_37_187,VPWR,li1,92.2300,111.5200,1.799889
FILLER_37_184,VPWR,li1,90.8500,111.5200,1.799889
FILLER_37_181,VPWR,li1,89.4700,111.5200,1.799891
FILLER_37_169,VPWR,li1,83.7200,111.5200,1.799893
